eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197004300001,1970,4,30,,0,,217,"United States",1,"North America",Louisiana,"Baton Rouge",30.443335,-91.186994,1,1,"Outskirts of city","4/29/1970: Unknown perpetrators placed fourteen sticks of dynamite and a timing device outside of the Baton Rouge Country Club in Louisiana, United States.  The device was discovered and subsequently disarmed by an Army demolition team.  Four days before this incident, it is suspected that Black nationalists bombed the same country club.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,"Baton Rouge Country Club",,217,"United States",,,,,,,,,,,,,,,,,"Black Nationalists",,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,"Fourteen sticks of dynamite connected to a tiny clock",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Four days before the incident a bomb was detonated at the Baton Rouge Country Club (197004260002).","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197005000001,1970,5,0,,0,,217,"United States",1,"North America",Massachusetts,Boston,42.290156,-71.04897,1,0,Dorchester,"5/0/1970: Unknown perpetrators set a fire at St. Ann's Church in Boston, Massachusetts, United States.  There were no casualties but the building was damaged.  This is believed to be part of a campaign to scare Whites out of the Dorchester area.",1,1,1,1,2,"Other Crime Type",0,1,0,7,"Facility/Infrastructure Attack",,,,,15,"Religious Figures/Institutions",86,"Place of Worship","Catholic Church in the Dorchester area of Boston","St. Anne's Church",217,"United States",,,,,,,,,,,,,,,,,"Black Nationalists",,,,,,"To scare White Catholic residents of the Dorchester out of the area",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Arson,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"Church damaged",0,,,,,,,0,,,,,,,,,"Arsonists set a fire at St. Ann's Church around two months later (197007000002).  Two synagogues in Dorchester sustained three arson attacks during this same time period (197005060007, 197005270002, and 197005270003).","Gerald H. Gamm, ""Urban Exodus: Why the Jews Left Boston and the Catholics Stayed,"" Harvard University Press, 1999.",,,"Hewitt Project",-9,-9,0,-9,
197005000002,1970,5,0,,0,,217,"United States",1,"North America","Puerto Rico","Rio Piedras",18.399712,-66.049987,1,0,,"5/0/1970: Suspected Puerto Rican nationalists bombed a Burger King in Rio Piedras ,Puerto Rico.  The restaurant was damaged and one person was seriously injured by the explosion.  The Burger King was located across the street from the University of Puerto Rico, the site of many student demonstrations.",1,1,1,1,2,"Other Crime Type",0,1,0,3,Bombing/Explosion,,,,,1,Business,2,Restaurant/Bar/Café,"Burger King","Burger King across the street from the University of Puerto Rico",217,"United States",,,,,,,,,,,,,,,,,"Puerto Rican Nationalists",,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Bomb,0,0,0,1,1,0,1,3,"Minor (likely < $1 million)",,,0,,,,,,,0,,,,,,,,,,"Committee on the Judiciary  United States Senate, ""Terroristic Activity: The Cuban Connection in Puerto Rico; Castro's Hand in Puerto Rican and U.S. Terrorism,"" U.S. Government Printing Office, August 6, 1970.","""Toward People's War for Independence and Socialism in Puerto Rico: In Defense of Armed Struggle,"" Documents and Communiqués from the Revolutionary Public Independence Movement and the Armed Clandestine Movement, January 1987.",,"Hewitt Project",0,0,0,0,
197005010002,1970,5,1,,0,,217,"United States",1,"North America","New York","New York City",40.78306,-73.971249,1,0,Manhattan,"5/1/1970: Four unknown perpetrators firebombed a joint armed services recruiting booth in Manhattan, New York, United States.  There were no casualties, but the recruiting booth sustained heavy damages.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,4,Military,28,"Military Recruiting Station/Academy","Joint Armed Services Recruiting Booth","Joint Armed Services Recruiting Booth at 600 West 168th Street",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,"Protest the draft and Vietnam War",0,,,0,4,-99,0,,,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,"Firebomb that consisted of glass containers thrown into recruiting booth",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"Recruiting booth sustained heavy damage",0,,,,,,,0,,,,,,,,,"The perpetrators were described as youths in hippie attire.  This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.","""Two Students Held In Campus Bombing,"" New York Times, May 2, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197005010003,1970,5,1,,0,,217,"United States",1,"North America",Indiana,Greencastle,39.640397,-86.861622,1,0,"DePauw University","5/1/1970: Unknown perpetrators placed a bomb on the DePauw University campus in Greencastle, Indiana, United States.  The resulting fire damaged the R.O.T.C. office and university library.  There were no casualties.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,28,"Military Recruiting Station/Academy",R.O.T.C.,"R.O.T.C. Office, DePauw University",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,"Protest the R.O.T.C. program",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,"Explosion causing a fire",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"R.O.T.C. building and library damaged by fire",0,,,,,,,0,,,,,,,,,"This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197005010004,1970,5,1,,0,,217,"United States",1,"North America",Connecticut,"New Haven",41.316324,-72.922343,1,0,"Yale University","5/1/1970: Unknown perpetrators detonated a bomb at the Ingalls Skating Rink at Yale University in New Haven, Connecticut, United States.  There were two injuries and the entrance of the building was damaged.  The attack took place during a school dance after a large demonstration protesting the trial of the Black Panther Eight.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,"Educational Institution",49,"School/University/Educational Building","Yale University","Ingalls Skating Rink",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",,,,,,,,,,,,,"Black power used for explosive",0,0,0,2,2,0,1,3,"Minor (likely < $1 million)",,"Staircase near entrance was damaged and twenty large windows were shattered.",0,,,,,,,0,,,,,,,,,"The police commissioner was unsure whether the perpetrators of the attack were for or against the Black Panther Eight.  Two people were slightly injured by flying glass.  Twelve thousand people attended the demonstration.","Homar Bigart, ""New Haven Rally Ends a Day Early; Attendance Down,"" New York Times, May 3, 1970.","""First Day Ends in Melee,"" Hartford Courant, May 2, 1970.","Frank Donner, ""Protectors of Privilege: Red Squads and Police Repression in Urban America,"" University of California Press, 1990.","Hewitt Project",-9,-9,0,-9,
197005010005,1970,5,1,,0,,217,"United States",1,"North America","New York","New York City",40.844782,-73.864827,1,0,"The Bronx","5/1/1970: In a series of related incidents, suspected Puerto Rican nationalists detonated two bombs at the Dale Theatre in the Bronx, New York, United States.  Ten people were injured in the attack and the theater sustained light damages.  A third bomb that did not detonate was eventually discovered.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,"Bronx Theater","Dale Theater",217,"United States",,,,,,,,,,,,,,,,,"Armed Revolutionary Independence Movement (MIRA)",,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",,,,,,,,,,,,,"Three concussion bombs",0,0,0,10,10,0,1,3,"Minor (likely < $1 million)",,"Theater sustained minor damages",0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197005010006.  Authorities believed that Armed Revolutionary Independence Movement (MIRA) member Carlos Feliciano was involved in the incident, but he was never charged. (See: ""Charge Puerto Rican in Bombings,"" Chicago Defender, May 19, 1970.)","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Paul L. Montgomery, ""Bronx Bombings Scored By Mayor,"" New York Times, May 3, 1970.","""Small Bombs Injure 17 in N.Y. Theaters,"" Washington Post, May 2, 1970.","Hewitt Project",0,1,0,1,"197005010005, 197005010006"
197005010006,1970,5,1,,0,,217,"United States",1,"North America","New York","New York City",40.860619,-73.898915,1,0,"The Bronx","5/1/1970: In a series of related incidents, Puerto Rican nationalists detonated one bomb at the Paradise Theatre in the Bronx, New York, United States.  One person was injured in the attack and the theater sustained light damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,"Bronx Theater","Paradise Theater",217,"United States",,,,,,,,,,,,,,,,,"Armed Revolutionary Independence Movement (MIRA)",,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",,,,,,,,,,,,,"One concussion bomb",0,0,0,1,1,0,1,3,"Minor (likely < $1 million)",,"Theater sustained minor damages",0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197005010005.  The attacks took place just minutes apart.  Authorities believed that Armed Revolutionary Independence Movement (MIRA) member Carlos Feliciano was involved in the incident, but he was never charged. (See: ""Charge Puerto Rican in Bombings,"" Chicago Defender, May 19, 1970.)","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Paul L. Montgomery, ""Bronx Bombings Scored By Mayor,"" New York Times, May 3, 1970.","""Small Bombs Injure 17 in N.Y. Theaters,"" Washington Post, May 2, 1970.","Hewitt Project",0,1,0,1,"197005010006, 197005010005"
197005010007,1970,5,1,,0,,217,"United States",1,"North America",Illinois,Champaign,40.1142,-88.243499,1,0,,"5/1/1970: An organization calling itself Revolutionary Force 26 firebombed the Lincoln Square Mall in Champaign, Illinois, United States.  There were no casualties and the mall sustained only light damage.  The incident occurred after the shooting of Edgar Hoults, an African American, by a Champaign Police Officer.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,1,Business,7,Retail/Grocery/Bakery,"Champaign business","Lincoln Square Mall",217,"United States",,,,,,,,,,,,,,,,,"Revolutionary Force 26",,,,,,"Protest the treatment of African Americans in Champaign Illinois",0,,,0,-99,-99,1,9,Other,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,,0,,,,,,,0,,,,,,,,,"A group calling itself the Revolutionary Force 26 indicated that they were the perpetrators behind the attacks in an editorial in the Daily Illini.  There were many protests and riots by the African American community of Champaign, after the shooting of Edgar Hoults.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Violence Continues in Illinois Cities,"" Washington Post, May 2, 1970.","Kerry L. Pimblott, ""The Struggle For Racial Equity In The Champaign County Criminal Justice System,"" Champaign Independent Media Center, February 2008.","Hewitt Project",0,0,0,0,
197005010008,1970,5,1,,0,,217,"United States",1,"North America",Illinois,Champaign,40.1142,-88.243499,1,0,,"5/1/1970: An organization calling itself Revolutionary Force 26 firebombed the Jos. Kuhn Company in Champaign, Illinois, United States.  There were no casualties and the clothing store sustained only light damage.  The incident occurred after the shooting of Edgar Hoults, an African American, by a Champaign Police Officer.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,1,Business,7,Retail/Grocery/Bakery,"Champaign business","Jos. Kuhn Company",217,"United States",,,,,,,,,,,,,,,,,"Revolutionary Force 26",,,,,,"Protest the treatment of African Americans in Champaign Illinois",0,,,0,-99,-99,1,9,Other,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,,0,,,,,,,0,,,,,,,,,"A group calling itself the Revolutionary Force 26 indicated that they were the perpetrators behind the attacks in an editorial in the Daily Illini.  There were many protests and riots by the African American community of Champaign, after the shooting of Edgar Hoults.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Violence Continues in Illinois Cities,"" Washington Post, May 2, 1970.","Kerry L. Pimblott, ""The Struggle For Racial Equity In The Champaign County Criminal Justice System,"" Champaign Independent Media Center, February 2008.","Hewitt Project",0,0,0,0,
197005040001,1970,5,4,,0,,158,Paraguay,3,"South America",Asuncion,Asuncion,-25.282773,-57.63561,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,7,"Government (Diplomatic)",45,"Diplomatic Personnel (outside of embassy, consulate)","Israeli Govt","Wife, 1st sec. Israli Emb + an employee (wounded)",97,Israel,,,,,,,,,,,,,,,,,Palestinians,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,2,"Automatic Weapon",,,,,,,,,,,,,"Automatic firearm",1,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,0,1,1,
197005040002,1970,5,4,,0,,217,"United States",1,"North America",Maryland,Jennings,39.645039,-79.183128,1,0,,"5/4/1970: Unknown perpetrators firebombed a barbershop owned by a non-union member in Jennings, Maryland, United States.  There were no casualties but the shop was damaged.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",,"Barbershop whose owner was not a union member in Jennings, Maryland",217,"United States",,,,,,,,,,,,,,,,,Strikers,,,,,,"Protest barbershop owners who were not part of the union",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,,0,,,,,,,0,,,,,,,,,"There was a previous fire at the barbershop in 1969.  The barbershop had been picketed by the local barber's union.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197005040003,1970,5,4,,0,,217,"United States",1,"North America","North Carolina","Chapel Hill",35.904912,-79.046913,1,0,,"5/4/1970: Unknown perpetrators detonated a plastic explosive at the R.O.T.C. office at the University of North Carolina, Chapel Hill, United States.  There were no casualties and it unknown whether the office sustained any damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,28,"Military Recruiting Station/Academy",R.O.T.C.,"R.O.T.C. Office, University of North Carolina",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,"Protest the R.O.T.C. program",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",,,,,,,,,,,,,"Plastic explosive",0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,"This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Behind The Drive To Destroy the R.O.T.C.,"" U.S. News & World Report, 6/29/1970.",,"Hewitt Project",-9,-9,0,-9,
197005040004,1970,5,4,,0,,217,"United States",1,"North America",Oklahoma,Norman,35.22076,-97.446599,1,0,,"5/4/1970: Unknown perpetrators tossed bricks into the window of the Selective Service office in Norman, Oklahoma, United States.  The building was subsequently firebombed.  There were no casualties but it the building was damaged.",1,1,1,1,2,"Other Crime Type",0,1,0,7,"Facility/Infrastructure Attack",,,,,2,"Government (General)",21,"Government Building/Facility/Office","Selective Service","Selective Service office, Norman Oklahoma",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,"Protest the draft",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,"Bricks thrown at window and then firebombed",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,,0,,,,,,,0,,,,,,,,,"This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,"Hewitt Project",-9,-9,0,-9,
